# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 32K of event 'cycles:ppp'
# Event count (approx.): 23039810842
#
# Overhead  Command          Shared Object                           Symbol                                                                                                                                                                                                          
# ........  ...............  ......................................  ................................................................................................................................................................................................................
#
     0.00%  QtWebEngineProc  perf-474.map                            [.] 0x0000010157128660
     0.00%  chrome           chrome                                  [.] 0x000000000502b4a1
     0.00%  Chrome_IOThread  [kernel.kallsyms]                       [k] new_sync_read
     0.00%  InputThread      [unknown]                               [k] 0xfffffe000013a01b
     0.00%  chrome           chrome                                  [.] 0x0000000001b56d10
     0.00%  sublime_text     sublime_text                            [.] 0x00000000002126c8
     0.00%  InputThread      Xorg                                    [.] 0x00000000001a434f
     0.00%  irq/32-iwlwifi   [kernel.kallsyms]                       [k] iwl_trans_pcie_read32
     0.00%  Xorg             Xorg                                    [.] 0x00000000000ecdd0
     0.00%  dockerd          [kernel.kallsyms]                       [k] get_futex_value_locked
     0.00%  chrome           chrome                                  [.] 0x00000000064795d0
     0.00%  Xorg             Xorg                                    [.] 0x000000000013cb43
     0.00%  Compositor       libstdc++.so.6.0.25                     [.] 0x00000000000a9e3c
     0.00%  sublime_text     libglib-2.0.so.0.5600.3                 [.] g_malloc0_n
     0.00%  Web Content      libxul.so                               [.] 0x0000000003ebd280
     0.00%  VIEW_AGGREGATOR  dropbox                                 [.] __errno_location@plt
     0.00%  Chrome_IOThread  libQt5WebEngineCore.so.5.9.5            [.] 0x00000000010e0c66
     0.00%  Chrome_IOThread  [unknown]                               [k] 0xfffffe000000601b
     0.00%  chrome           [kernel.kallsyms]                       [k] __sys_recvmsg
     0.00%  kworker/0:1      [kernel.kallsyms]                       [k] i915_vma_unbind
     0.00%  Xorg             Xorg                                    [.] 0x0000000000139485
     0.00%  nautilus         [kernel.kallsyms]                       [k] rb_next
     0.00%  WebExtensions    [kernel.kallsyms]                       [k] sockfd_lookup_light
     0.00%  stremio          [kernel.kallsyms]                       [k] schedule_hrtimeout_range_clock
     0.00%  stremio          [kernel.kallsyms]                       [k] finish_task_switch
     0.00%  node             [kernel.kallsyms]                       [k] futex_wait_setup
     0.00%  Chrome_IOThread  libQt5WebEngineCore.so.5.9.5            [.] 0x000000000108541f
     0.00%  Web Content      libgobject-2.0.so.0.5600.3              [.] 0x00000000000200f3
     0.00%  sublime_text     libgtk-x11-2.0.so.0.2400.32             [.] gtk_widget_get_type
     0.00%  chrome           chrome                                  [.] 0x0000000003ec33bb
     0.00%  VizCompositorTh  libpthread-2.27.so                      [.] __pthread_mutex_lock
     0.00%  Web Content      libxul.so                               [.] 0x0000000003ec4687
     0.00%  Xorg             [kernel.kallsyms]                       [k] __update_idle_core
     0.00%  nautilus         [kernel.kallsyms]                       [k] __fget_light
     0.00%  Compositor       chrome                                  [.] 0x0000000003f9dae8
     0.00%  stremio          libQt5WebEngineCore.so.5.9.5            [.] 0x00000000010da9a6
     0.00%  QtWebEngineProc  perf-474.map                            [.] 0x00000101532186a4
     0.00%  kworker/u16:0    [kernel.kallsyms]                       [k] kmalloc_slab
     0.00%  sublime_text     libatspi.so.0.0.1                       [.] 0x000000000001569e
     0.00%  kworker/4:3      [kernel.kallsyms]                       [k] add_timer
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5            [.] 0x0000000001066ac3
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5            [.] memmove@plt
     0.00%  Xorg             libfb.so                                [.] AllocatePixmap@plt
     0.00%  chrome           chrome                                  [.] 0x0000000004bc72c1
     0.00%  Chrome_IOThread  libQt5WebEngineCore.so.5.9.5            [.] 0x0000000001bcfc30
     0.00%  stremio          [kernel.kallsyms]                       [k] switch_mm_irqs_off
     0.00%  sublime_text     [kernel.kallsyms]                       [k] copy_msghdr_from_user
     0.00%  chrome           chrome                                  [.] 0x00000000033f26ce
     0.00%  chrome           chrome                                  [.] 0x00000000081a5010
     0.00%  ServiceWorker t  chrome                                  [.] 0x0000000003ec539b
     0.00%  gnome-shell      libxcb.so.1.1.0                         [.] 0x000000000000d89e
     0.00%  90captive_porta  [kernel.kallsyms]                       [k] __do_page_fault
     0.00%  swapper          [kernel.kallsyms]                       [k] scheduler_tick
     0.00%  chrome           perf-6563.map                           [.] 0x0000136bb02020a0
     0.00%  Xorg             Xorg                                    [.] 0x000000000005be10
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5            [.] pthread_condattr_setclock@plt
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5            [.] 0x0000000002838500
     0.00%  kworker/u16:68   [kernel.kallsyms]                       [k] __indirect_thunk_start
     0.00%  gnome-shell      libglib-2.0.so.0.5600.3                 [.] 0x0000000000049442
     0.00%  gnome-shell      [unknown]                               [k] 0xfffffe000010e01b
     0.00%  swapper          [kernel.kallsyms]                       [k] rb_insert_color
     0.00%  Web Content      libglib-2.0.so.0.5600.3                 [.] g_main_context_iteration
     0.00%  sublime_text     [kernel.kallsyms]                       [k] get_mem_cgroup_from_mm
     0.00%  sublime_text     sublime_text                            [.] 0x00000000001c3541
     0.00%  Web Content      libxul.so                               [.] 0x0000000003c5f9a6
     0.00%  ksoftirqd/3      [kernel.kallsyms]                       [k] rcu_cblist_dequeue
     0.00%  Web Content      libxul.so                               [.] 0x00000000008edfb0
     0.00%  sublime_text     libglib-2.0.so.0.5600.3                 [.] g_pointer_bit_lock
     0.00%  Timer            [kernel.kallsyms]                       [k] seccomp_run_filters
     0.00%  Chrome_ChildIOT  chrome                                  [.] 0x0000000003ee4ce0
     0.00%  chrome           chrome                                  [.] 0x0000000006e533d6
     0.00%  chrome           chrome                                  [.] 0x0000000003ec49d5
     0.00%  chrome           chrome                                  [.] 0x000000000301c0e0
     0.00%  Compositor       libstdc++.so.6.0.25                     [.] _ZdlPv
     0.00%  Chrome_ChildIOT  chrome                                  [.] 0x0000000001cbc420
     0.00%  stremio          libQt5WebEngineCore.so.5.9.5            [.] 0x00000000010d9c20
     0.00%  chrome           chrome                                  [.] 0x00000000037ac050
     0.00%  chrome           [kernel.kallsyms]                       [k] note_gp_changes
     0.00%  stremio          libglib-2.0.so.0.5600.3                 [.] g_main_context_dispatch
     0.00%  Chrome_IOThread  libQt5WebEngineCore.so.5.9.5            [.] 0x00000000007c1719
     0.00%  gnome-software   libglib-2.0.so.0.5600.3                 [.] g_private_get
     0.00%  sublime_text     sublime_text                            [.] 0x00000000001da344
     0.00%  Compositor       [kernel.kallsyms]                       [k] copy_user_generic_unrolled
     0.00%  plugin_host      plugin_host                             [.] PyObject_Malloc
     0.00%  Compositor       libpthread-2.27.so                      [.] __pthread_mutex_init
     0.00%  Web Content      libxul.so                               [.] 0x0000000003e11f40
     0.00%  stremio          libQt5Core.so.5.9.5                     [.] _ZN13QElapsedTimer11isMonotonicEv
     0.00%  stremio          [kernel.kallsyms]                       [k] entry_SYSCALL_64_stage2
     0.00%  sublime_text     [kernel.kallsyms]                       [k] sys_clock_gettime
     0.00%  chrome           chrome                                  [.] 0x00000000035f2a80
     0.00%  sublime_text     libxcb.so.1.1.0                         [.] 0x000000000000dee0
     0.00%  chrome           [kernel.kallsyms]                       [k] rw_copy_check_uvector
     0.00%  Chrome_IOThread  chrome                                  [.] 0x0000000003f5cb0b
     0.00%  chrome           chrome                                  [.] 0x0000000003b2d740
     0.00%  stremio          [kernel.kallsyms]                       [k] new_sync_write
     0.00%  Chrome_IOThread  libevent-2.1.so.6.0.2                   [.] 0x0000000000029252
     0.00%  WebExtensions    [kernel.kallsyms]                       [k] load_new_mm_cr3
     0.00%  Compositor       chrome                                  [.] 0x0000000002337c68
     0.00%  chrome           chrome                                  [.] 0x0000000003ec4c44
     0.00%  stremio          libQt5WebEngineCore.so.5.9.5            [.] 0x0000000001844b43
     0.00%  Chrome_ChildIOT  [kernel.kallsyms]                       [k] __check_object_size
     0.00%  chrome           [unknown]                               [k] 0xfffffe000008a01b
     0.00%  chrome           chrome                                  [.] 0x0000000006f5e0b4
     0.00%  nautilus-deskto  libpthread-2.27.so                      [.] __errno_location
     0.00%  Web Content      libxul.so                               [.] 0x0000000003d60cf0
     0.00%  sublime_text     sublime_text                            [.] 0x0000000000248710
     0.00%  gnome-shell      [kernel.kallsyms]                       [k] read_tsc
     0.00%  Compositor       libstdc++.so.6.0.25                     [.] 0x00000000000a9e57
     0.00%  sleep            [kernel.kallsyms]                       [k] vma_interval_tree_augment_rotate
     0.00%  Chrome_ChildIOT  libQt5WebEngineCore.so.5.9.5            [.] 0x0000000000dfabe4
     0.00%  stremio          libQt5WebEngineCore.so.5.9.5            [.] 0x0000000001066b18
     0.00%  chrome           chrome                                  [.] 0x00000000037a82f5
     0.00%  Chrome_IOThread  libQt5WebEngineCore.so.5.9.5            [.] 0x00000000010828c0
     0.00%  chrome           libgdk-3.so.0.2200.30                   [.] 0x0000000000068090
     0.00%  InputThread      [kernel.kallsyms]                       [k] ttwu_do_wakeup
     0.00%  Chrome_IOThread  libc-2.27.so                            [.] malloc
     0.00%  stremio          libX11.so.6.3.0                         [.] 0x000000000003e5d7
     0.00%  chrome           chrome                                  [.] 0x0000000003f20ed7
     0.00%  stremio          [kernel.kallsyms]                       [k] cpuacct_charge
     0.00%  Timer            [unknown]                               [k] 0xfffffe000013a01b
     0.00%  Compositor       [kernel.kallsyms]                       [k] __indirect_thunk_start
     0.00%  InputThread      libpthread-2.27.so                      [.] __pthread_mutex_unlock
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000001989a0
     0.00%  sublime_text     libpango-1.0.so.0.4000.14               [.] strlen@plt
     0.00%  chrome           chrome                                  [.] 0x0000000003ef8a0b
